"Notes"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Enteroptosis"	"K63.4"	22	4156214161	0.0
	"Polyp of colon"	"K63.5"	341	4156214161	0.0
	"Other specified diseases of intestine"	"K63.8"	943	4156214161	0.0
	"Disease of intestine, unspecified"	"K63.9"	5967	4156214161	0.1
	"Acute peritonitis"	"K65.0"	8836	4156214161	0.2
	"Other peritonitis"	"K65.8"	337	4156214161	0.0
	"Peritonitis, unspecified"	"K65.9"	12052	4156214161	0.3
	"Peritoneal adhesions"	"K66.0"	1166	4156214161	0.0
	"Haemoperitoneum"	"K66.1"	2378	4156214161	0.1
	"Other specified disorders of peritoneum"	"K66.8"	745	4156214161	0.0
	"Disorder of peritoneum, unspecified"	"K66.9"	352	4156214161	0.0
	"Alcoholic fatty liver"	"K70.0"	3978	4156214161	0.1
	"Alcoholic hepatitis"	"K70.1"	12397	4156214161	0.3
	"Alcoholic fibrosis and sclerosis of liver"	"K70.2"	115	4156214161	0.0
	"Alcoholic cirrhosis of liver"	"K70.3"	126195	4156214161	3.0
	"Alcoholic hepatic failure"	"K70.4"	20975	4156214161	0.5
	"Alcoholic liver disease, unspecified"	"K70.9"	30232	4156214161	0.7
	"Toxic liver disease with cholestasis"	"K71.0"	7	4156214161	0.0 (Unreliable)
	"Toxic liver disease with hepatic necrosis"	"K71.1"	38	4156214161	0.0
	"Toxic liver disease with acute hepatitis"	"K71.2"	2	4156214161	0.0 (Unreliable)
	"Toxic liver disease with chronic persistent hepatitis"	"K71.3"	0	4156214161	0.0 (Unreliable)
	"Toxic liver disease with chronic lobular hepatitis"	"K71.4"	1	4156214161	0.0 (Unreliable)
	"Toxic liver disease with chronic active hepatitis"	"K71.5"	0	4156214161	0.0 (Unreliable)
	"Toxic liver disease with hepatitis, not elsewhere classified"	"K71.6"	131	4156214161	0.0
	"Toxic liver disease with fibrosis and cirrhosis of liver"	"K71.7"	5	4156214161	0.0 (Unreliable)
	"Toxic liver disease with other disorders of liver"	"K71.8"	22	4156214161	0.0
	"Toxic liver disease, unspecified"	"K71.9"	28	4156214161	0.0
	"Acute and subacute hepatic failure"	"K72.0"	4219	4156214161	0.1
	"Chronic hepatic failure"	"K72.1"	1210	4156214161	0.0
	"Hepatic failure, unspecified"	"K72.9"	50118	4156214161	1.2
	"Chronic persistent hepatitis, not elsewhere classified"	"K73.0"	7	4156214161	0.0 (Unreliable)
	"Chronic lobular hepatitis, not elsewhere classified"	"K73.1"	0	4156214161	0.0 (Unreliable)
	"Chronic active hepatitis, not elsewhere classified"	"K73.2"	1482	4156214161	0.0
	"Other chronic hepatitis, not elsewhere classified"	"K73.8"	56	4156214161	0.0
	"Chronic hepatitis, unspecified"	"K73.9"	1294	4156214161	0.0
	"Hepatic fibrosis"	"K74.0"	229	4156214161	0.0
	"Hepatic sclerosis"	"K74.1"	197	4156214161	0.0
	"Hepatic fibrosis with hepatic sclerosis"	"K74.2"	0	4156214161	0.0 (Unreliable)
	"Primary biliary cirrhosis"	"K74.3"	5738	4156214161	0.1
	"Secondary biliary cirrhosis"	"K74.4"	52	4156214161	0.0
	"Biliary cirrhosis, unspecified"	"K74.5"	1300	4156214161	0.0
	"Other and unspecified cirrhosis of liver"	"K74.6"	202667	4156214161	4.9
	"Abscess of liver"	"K75.0"	2143	4156214161	0.1
	"Phlebitis of portal vein"	"K75.1"	2	4156214161	0.0 (Unreliable)
	"Nonspecific reactive hepatitis"	"K75.2"	2	4156214161	0.0 (Unreliable)
	"Granulomatous hepatitis, not elsewhere classified"	"K75.3"	88	4156214161	0.0
	"Autoimmune hepatitis"	"K75.4"	3857	4156214161	0.1
	"Other specified inflammatory liver diseases"	"K75.8"	199	4156214161	0.0
	"Inflammatory liver disease, unspecified"	"K75.9"	4575	4156214161	0.1
	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	9182	4156214161	0.2
	"Chronic passive congestion of liver"	"K76.1"	345	4156214161	0.0
	"Central haemorrhagic necrosis of liver"	"K76.2"	8	4156214161	0.0 (Unreliable)
	"Infarction of liver"	"K76.3"	238	4156214161	0.0
	"Peliosis hepatis"	"K76.4"	17	4156214161	0.0 (Unreliable)
	"Hepatic veno-occlusive disease"	"K76.5"	36	4156214161	0.0
	"Portal hypertension"	"K76.6"	1435	4156214161	0.0
	"Hepatorenal syndrome"	"K76.7"	6741	4156214161	0.2
	"Other specified diseases of liver"	"K76.8"	1843	4156214161	0.0
	"Liver disease, unspecified"	"K76.9"	46101	4156214161	1.1
	"Calculus of gallbladder with acute cholecystitis"	"K80.0"	1477	4156214161	0.0
	"Calculus of gallbladder with other cholecystitis"	"K80.1"	2115	4156214161	0.1
	"Calculus of gallbladder without cholecystitis"	"K80.2"	8377	4156214161	0.2
	"Calculus of bile duct with cholangitis"	"K80.3"	719	4156214161	0.0
	"Calculus of bile duct with cholecystitis"	"K80.4"	426	4156214161	0.0
	"Calculus of bile duct without cholangitis or cholecystitis"	"K80.5"	1610	4156214161	0.0
	"Other cholelithiasis"	"K80.8"	21	4156214161	0.0
	"Acute cholecystitis"	"K81.0"	12095	4156214161	0.3
	"Chronic cholecystitis"	"K81.1"	771	4156214161	0.0
	"Other cholecystitis"	"K81.8"	93	4156214161	0.0
	"Cholecystitis, unspecified"	"K81.9"	11713	4156214161	0.3
	"Obstruction of gallbladder"	"K82.0"	66	4156214161	0.0
	"Hydrops of gallbladder"	"K82.1"	35	4156214161	0.0
	"Perforation of gallbladder"	"K82.2"	598	4156214161	0.0
	"Fistula of gallbladder"	"K82.3"	79	4156214161	0.0
	"Cholesterolosis of gallbladder"	"K82.4"	5	4156214161	0.0 (Unreliable)
	"Other specified diseases of gallbladder"	"K82.8"	123	4156214161	0.0
	"Disease of gallbladder, unspecified"	"K82.9"	3460	4156214161	0.1
	"Cholangitis"	"K83.0"	8983	4156214161	0.2
	"Obstruction of bile duct"	"K83.1"	5356	4156214161	0.1
	"Perforation of bile duct"	"K83.2"	32	4156214161	0.0
	"Fistula of bile duct"	"K83.3"	64	4156214161	0.0
	"Spasm of sphincter of Oddi"	"K83.4"	3	4156214161	0.0 (Unreliable)
	"Biliary cyst"	"K83.5"	8	4156214161	0.0 (Unreliable)
	"Other specified diseases of biliary tract"	"K83.8"	377	4156214161	0.0
	"Disease of biliary tract, unspecified"	"K83.9"	486	4156214161	0.0
	"Acute pancreatitis"	"K85"	20159	4156214161	0.5
	"Idiopathic acute pancreatitis"	"K85.0"	104	4156214161	0.0
	"Biliary acute pancreatitis"	"K85.1"	136	4156214161	0.0
	"Alcohol-induced acute pancreatitis"	"K85.2"	2335	4156214161	0.1
	"Drug-induced acute pancreatitis"	"K85.3"	3	4156214161	0.0 (Unreliable)
	"Other acute pancreatitis"	"K85.8"	18	4156214161	0.0 (Unreliable)
	"Acute pancreatitis, unspecified"	"K85.9"	18384	4156214161	0.4
	"Alcohol-induced chronic pancreatitis"	"K86.0"	2671	4156214161	0.1
	"Other chronic pancreatitis"	"K86.1"	3963	4156214161	0.1
	"Cyst of pancreas"	"K86.2"	168	4156214161	0.0
	"Pseudocyst of pancreas"	"K86.3"	606	4156214161	0.0
	"Other specified diseases of pancreas"	"K86.8"	779	4156214161	0.0
	"Disease of pancreas, unspecified"	"K86.9"	4090	4156214161	0.1
	"Coeliac disease"	"K90.0"	376	4156214161	0.0
	"Tropical sprue"	"K90.1"	333	4156214161	0.0
	"Blind loop syndrome, not elsewhere classified"	"K90.2"	1982	4156214161	0.0
	"Pancreatic steatorrhoea"	"K90.3"	2	4156214161	0.0 (Unreliable)
	"Malabsorption due to intolerance, not elsewhere classified"	"K90.4"	189	4156214161	0.0
	"Other intestinal malabsorption"	"K90.8"	63	4156214161	0.0
	"Intestinal malabsorption, unspecified"	"K90.9"	897	4156214161	0.0
	"Haematemesis"	"K92.0"	755	4156214161	0.0
	"Melaena"	"K92.1"	154	4156214161	0.0
	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	105730	4156214161	2.5
	"Other specified diseases of digestive system"	"K92.8"	345	4156214161	0.0
	"Disease of digestive system, unspecified"	"K92.9"	787	4156214161	0.0
	"Staphylococcal scalded skin syndrome"	"L00"	48	4156214161	0.0
	"Impetigo [any organism] [any site]"	"L01.0"	18	4156214161	0.0 (Unreliable)
	"Impetiginization of other dermatoses"	"L01.1"	0	4156214161	0.0 (Unreliable)
	"Cutaneous abscess, furuncle and carbuncle of face"	"L02.0"	61	4156214161	0.0
	"Cutaneous abscess, furuncle and carbuncle of neck"	"L02.1"	223	4156214161	0.0
	"Cutaneous abscess, furuncle and carbuncle of trunk"	"L02.2"	734	4156214161	0.0
	"Cutaneous abscess, furuncle and carbuncle of buttock"	"L02.3"	232	4156214161	0.0
	"Cutaneous abscess, furuncle and carbuncle of limb"	"L02.4"	881	4156214161	0.0
	"Cutaneous abscess, furuncle and carbuncle of other sites"	"L02.8"	67	4156214161	0.0
	"Cutaneous abscess, furuncle and carbuncle, unspecified"	"L02.9"	802	4156214161	0.0
	"Cellulitis of finger and toe"	"L03.0"	49	4156214161	0.0
	"Cellulitis of other parts of limb"	"L03.1"	6011	4156214161	0.1
	"Cellulitis of face"	"L03.2"	200	4156214161	0.0
	"Cellulitis of trunk"	"L03.3"	621	4156214161	0.0
	"Cellulitis of other sites"	"L03.8"	171	4156214161	0.0
	"Cellulitis, unspecified"	"L03.9"	7933	4156214161	0.2
	"Acute lymphadenitis of face, head and neck"	"L04.0"	1	4156214161	0.0 (Unreliable)
	"Acute lymphadenitis of trunk"	"L04.1"	5	4156214161	0.0 (Unreliable)
	"Acute lymphadenitis of upper limb"	"L04.2"	5	4156214161	0.0 (Unreliable)
	"Acute lymphadenitis of lower limb"	"L04.3"	0	4156214161	0.0 (Unreliable)
	"Acute lymphadenitis of other sites"	"L04.8"	1	4156214161	0.0 (Unreliable)
	"Acute lymphadenitis, unspecified"	"L04.9"	2	4156214161	0.0 (Unreliable)
	"Pilonidal cyst with abscess"	"L05.0"	10	4156214161	0.0 (Unreliable)
	"Pilonidal cyst without abscess"	"L05.9"	16	4156214161	0.0 (Unreliable)
	"Pyoderma"	"L08.0"	14	4156214161	0.0 (Unreliable)
	"Erythrasma"	"L08.1"	0	4156214161	0.0 (Unreliable)
	"Other specified local infections of skin and subcutaneous tissue"	"L08.8"	19	4156214161	0.0 (Unreliable)
	"Local infection of skin and subcutaneous tissue, unspecified"	"L08.9"	5269	4156214161	0.1
	"Pemphigus vulgaris"	"L10.0"	206	4156214161	0.0
	"Pemphigus vegetans"	"L10.1"	1	4156214161	0.0 (Unreliable)
	"Pemphigus foliaceus"	"L10.2"	13	4156214161	0.0 (Unreliable)
	"Brazilian pemphigus [fogo selvagem]"	"L10.3"	0	4156214161	0.0 (Unreliable)
	"Pemphigus erythematosus"	"L10.4"	9	4156214161	0.0 (Unreliable)
	"Drug-induced pemphigus"	"L10.5"	1	4156214161	0.0 (Unreliable)
	"Other pemphigus"	"L10.8"	32	4156214161	0.0
	"Pemphigus, unspecified"	"L10.9"	417	4156214161	0.0
	"Acquired keratosis follicularis"	"L11.0"	0	4156214161	0.0 (Unreliable)
	"Transient acantholytic dermatosis [Grover]"	"L11.1"	2	4156214161	0.0 (Unreliable)
	"Other specified acantholytic disorders"	"L11.8"	0	4156214161	0.0 (Unreliable)
	"Acantholytic disorder, unspecified"	"L11.9"	1	4156214161	0.0 (Unreliable)
	"Bullous pemphigoid"	"L12.0"	894	4156214161	0.0
	"Cicatricial pemphigoid"	"L12.1"	29	4156214161	0.0
	"Chronic bullous disease of childhood"	"L12.2"	0	4156214161	0.0 (Unreliable)
	"Acquired epidermolysis bullosa"	"L12.3"	7	4156214161	0.0 (Unreliable)
	"Other pemphigoid"	"L12.8"	10	4156214161	0.0 (Unreliable)
	"Pemphigoid, unspecified"	"L12.9"	126	4156214161	0.0
	"Dermatitis herpetiformis"	"L13.0"	7	4156214161	0.0 (Unreliable)
	"Subcorneal pustular dermatitis"	"L13.1"	7	4156214161	0.0 (Unreliable)
	"Other specified bullous disorders"	"L13.8"	4	4156214161	0.0 (Unreliable)
	"Bullous disorder, unspecified"	"L13.9"	41	4156214161	0.0
	"Besnier's prurigo"	"L20.0"	0	4156214161	0.0 (Unreliable)
	"Other atopic dermatitis"	"L20.8"	3	4156214161	0.0 (Unreliable)
	"Atopic dermatitis, unspecified"	"L20.9"	12	4156214161	0.0 (Unreliable)
	"Seborrhoea capitis"	"L21.0"	0	4156214161	0.0 (Unreliable)
	"Seborrhoeic infantile dermatitis"	"L21.1"	2	4156214161	0.0 (Unreliable)
	"Other seborrhoeic dermatitis"	"L21.8"	0	4156214161	0.0 (Unreliable)
	"Seborrhoeic dermatitis, unspecified"	"L21.9"	2	4156214161	0.0 (Unreliable)
	"Diaper [napkin] dermatitis"	"L22"	3	4156214161	0.0 (Unreliable)
	"Allergic contact dermatitis due to metals"	"L23.0"	0	4156214161	0.0 (Unreliable)
	"Allergic contact dermatitis due to adhesives"	"L23.1"	0	4156214161	0.0 (Unreliable)
	"Allergic contact dermatitis due to cosmetics"	"L23.2"	0	4156214161	0.0 (Unreliable)
	"Allergic contact dermatitis due to drugs in contact with skin"	"L23.3"	0	4156214161	0.0 (Unreliable)
	"Allergic contact dermatitis due to dyes"	"L23.4"	0	4156214161	0.0 (Unreliable)
	"Allergic contact dermatitis due to other chemical products"	"L23.5"	0	4156214161	0.0 (Unreliable)
	"Allergic contact dermatitis due to food in contact with skin"	"L23.6"	0	4156214161	0.0 (Unreliable)
	"Allergic contact dermatitis due to plants, except food"	"L23.7"	0	4156214161	0.0 (Unreliable)
	"Allergic contact dermatitis due to other agents"	"L23.8"	0	4156214161	0.0 (Unreliable)
	"Allergic contact dermatitis, unspecified cause"	"L23.9"	6	4156214161	0.0 (Unreliable)
	"Irritant contact dermatitis due to detergents"	"L24.0"	0	4156214161	0.0 (Unreliable)
	"Irritant contact dermatitis due to oils and greases"	"L24.1"	0	4156214161	0.0 (Unreliable)
	"Irritant contact dermatitis due to solvents"	"L24.2"	0	4156214161	0.0 (Unreliable)
	"Irritant contact dermatitis due to cosmetics"	"L24.3"	0	4156214161	0.0 (Unreliable)
	"Irritant contact dermatitis due to drugs in contact with skin"	"L24.4"	0	4156214161	0.0 (Unreliable)
	"Irritant contact dermatitis due to other chemical products"	"L24.5"	1	4156214161	0.0 (Unreliable)
	"Irritant contact dermatitis due to food in contact with skin"	"L24.6"	0	4156214161	0.0 (Unreliable)
	"Irritant contact dermatitis due to plants, except food"	"L24.7"	0	4156214161	0.0 (Unreliable)
	"Irritant contact dermatitis due to other agents"	"L24.8"	0	4156214161	0.0 (Unreliable)
	"Irritant contact dermatitis, unspecified cause"	"L24.9"	3	4156214161	0.0 (Unreliable)
	"Unspecified contact dermatitis due to cosmetics"	"L25.0"	0	4156214161	0.0 (Unreliable)
	"Unspecified contact dermatitis due to drugs in contact with skin"	"L25.1"	2	4156214161	0.0 (Unreliable)
	"Unspecified contact dermatitis due to dyes"	"L25.2"	0	4156214161	0.0 (Unreliable)
	"Unspecified contact dermatitis due to other chemical products"	"L25.3"	0	4156214161	0.0 (Unreliable)
	"Unspecified contact dermatitis due to food in contact with skin"	"L25.4"	0	4156214161	0.0 (Unreliable)
	"Unspecified contact dermatitis due to plants, except food"	"L25.5"	0	4156214161	0.0 (Unreliable)
	"Unspecified contact dermatitis due to other agents"	"L25.8"	0	4156214161	0.0 (Unreliable)
	"Unspecified contact dermatitis, unspecified cause"	"L25.9"	0	4156214161	0.0 (Unreliable)
	"Exfoliative dermatitis"	"L26"	108	4156214161	0.0
	"Generalized skin eruption due to drugs and medicaments"	"L27.0"	16	4156214161	0.0 (Unreliable)
	"Localized skin eruption due to drugs and medicaments"	"L27.1"	1	4156214161	0.0 (Unreliable)
	"Dermatitis due to ingested food"	"L27.2"	0	4156214161	0.0 (Unreliable)
	"Dermatitis due to other substances taken internally"	"L27.8"	2	4156214161	0.0 (Unreliable)
	"Dermatitis due to unspecified substance taken internally"	"L27.9"	0	4156214161	0.0 (Unreliable)
	"Lichen simplex chronicus"	"L28.0"	6	4156214161	0.0 (Unreliable)
	"Prurigo nodularis"	"L28.1"	1	4156214161	0.0 (Unreliable)
	"Other prurigo"	"L28.2"	0	4156214161	0.0 (Unreliable)
	"Pruritus ani"	"L29.0"	0	4156214161	0.0 (Unreliable)
	"Pruritus scroti"	"L29.1"	0	4156214161	0.0 (Unreliable)
	"Pruritus vulvae"	"L29.2"	0	4156214161	0.0 (Unreliable)
	"Anogenital pruritus, unspecified"	"L29.3"	0	4156214161	0.0 (Unreliable)
	"Other pruritus"	"L29.8"	0	4156214161	0.0 (Unreliable)
	"Pruritus, unspecified"	"L29.9"	7	4156214161	0.0 (Unreliable)
	"Nummular dermatitis"	"L30.0"	0	4156214161	0.0 (Unreliable)
	"Dyshidrosis [pompholyx]"	"L30.1"	2	4156214161	0.0 (Unreliable)
	"Cutaneous autosensitization"	"L30.2"	1	4156214161	0.0 (Unreliable)
	"Infective dermatitis"	"L30.3"	5	4156214161	0.0 (Unreliable)
	"Erythema intertrigo"	"L30.4"	2	4156214161	0.0 (Unreliable)
	"Pityriasis alba"	"L30.5"	0	4156214161	0.0 (Unreliable)
	"Other specified dermatitis"	"L30.8"	19	4156214161	0.0 (Unreliable)
	"Dermatitis, unspecified"	"L30.9"	128	4156214161	0.0
	"Psoriasis vulgaris"	"L40.0"	1	4156214161	0.0 (Unreliable)
	"Generalized pustular psoriasis"	"L40.1"	38	4156214161	0.0
	"Acrodermatitis continua"	"L40.2"	0	4156214161	0.0 (Unreliable)
	"Pustulosis palmaris et plantaris"	"L40.3"	5	4156214161	0.0 (Unreliable)
	"Guttate psoriasis"	"L40.4"	0	4156214161	0.0 (Unreliable)
	"Arthropathic psoriasis"	"L40.5"	147	4156214161	0.0
	"Other psoriasis"	"L40.8"	18	4156214161	0.0 (Unreliable)
	"Psoriasis, unspecified"	"L40.9"	269	4156214161	0.0
	"Pityriasis lichenoides et varioliformis acuta"	"L41.0"	1	4156214161	0.0 (Unreliable)
	"Pityriasis lichenoides chronica"	"L41.1"	0	4156214161	0.0 (Unreliable)
	"Lymphomatoid papulosis"	"L41.2"	3	4156214161	0.0 (Unreliable)
	"Small plaque parapsoriasis"	"L41.3"	0	4156214161	0.0 (Unreliable)
	"Large plaque parapsoriasis"	"L41.4"	0	4156214161	0.0 (Unreliable)
	"Retiform parapsoriasis"	"L41.5"	0	4156214161	0.0 (Unreliable)
	"Other parapsoriasis"	"L41.8"	1	4156214161	0.0 (Unreliable)
	"Parapsoriasis, unspecified"	"L41.9"	0	4156214161	0.0 (Unreliable)
	"Pityriasis rosea"	"L42"	0	4156214161	0.0 (Unreliable)
	"Hypertrophic lichen planus"	"L43.0"	0	4156214161	0.0 (Unreliable)
	"Bullous lichen planus"	"L43.1"	0	4156214161	0.0 (Unreliable)
	"Lichenoid drug reaction"	"L43.2"	1	4156214161	0.0 (Unreliable)
	"Subacute (active) lichen planus"	"L43.3"	0	4156214161	0.0 (Unreliable)
	"Other lichen planus"	"L43.8"	1	4156214161	0.0 (Unreliable)
	"Lichen planus, unspecified"	"L43.9"	11	4156214161	0.0 (Unreliable)
	"Pityriasis rubra pilaris"	"L44.0"	10	4156214161	0.0 (Unreliable)
	"Lichen nitidus"	"L44.1"	0	4156214161	0.0 (Unreliable)
	"Lichen striatus"	"L44.2"	0	4156214161	0.0 (Unreliable)
	"Lichen ruber moniliformis"	"L44.3"	0	4156214161	0.0 (Unreliable)
	"Infantile papular acrodermatitis [Giannotti-Crosti]"	"L44.4"	0	4156214161	0.0 (Unreliable)
	"Other specified papulosquamous disorders"	"L44.8"	0	4156214161	0.0 (Unreliable)
	"Papulosquamous disorder, unspecified"	"L44.9"	0	4156214161	0.0 (Unreliable)
	"Allergic urticaria"	"L50.0"	0	4156214161	0.0 (Unreliable)
	"Idiopathic urticaria"	"L50.1"	1	4156214161	0.0 (Unreliable)
	"Urticaria due to cold and heat"	"L50.2"	0	4156214161	0.0 (Unreliable)
	"Dermatographic urticaria"	"L50.3"	0	4156214161	0.0 (Unreliable)
	"Vibratory urticaria"	"L50.4"	0	4156214161	0.0 (Unreliable)
	"Cholinergic urticaria"	"L50.5"	0	4156214161	0.0 (Unreliable)
	"Contact urticaria"	"L50.6"	0	4156214161	0.0 (Unreliable)
	"Other urticaria"	"L50.8"	3	4156214161	0.0 (Unreliable)
	"Urticaria, unspecified"	"L50.9"	23	4156214161	0.0
	"Nonbullous erythema multiforme"	"L51.0"	0	4156214161	0.0 (Unreliable)
	"Bullous erythema multiforme"	"L51.1"	761	4156214161	0.0
	"Toxic epidermal necrolysis [Lyell]"	"L51.2"	845	4156214161	0.0
	"Other erythema multiforme"	"L51.8"	1	4156214161	0.0 (Unreliable)
	"Erythema multiforme, unspecified"	"L51.9"	51	4156214161	0.0
	"Erythema nodosum"	"L52"	4	4156214161	0.0 (Unreliable)
	"Toxic erythema"	"L53.0"	1	4156214161	0.0 (Unreliable)
	"Erythema annulare centrifugum"	"L53.1"	0	4156214161	0.0 (Unreliable)
	"Erythema marginatum"	"L53.2"	0	4156214161	0.0 (Unreliable)
	"Other chronic figurate erythema"	"L53.3"	0	4156214161	0.0 (Unreliable)
	"Other specified erythematous conditions"	"L53.8"	23	4156214161	0.0
	"Erythematous condition, unspecified"	"L53.9"	218	4156214161	0.0
	"Sunburn of first degree"	"L55.0"	0	4156214161	0.0 (Unreliable)
	"Sunburn of second degree"	"L55.1"	1	4156214161	0.0 (Unreliable)
	"Sunburn of third degree"	"L55.2"	0	4156214161	0.0 (Unreliable)
	"Other sunburn"	"L55.8"	0	4156214161	0.0 (Unreliable)
	"Sunburn, unspecified"	"L55.9"	4	4156214161	0.0 (Unreliable)
	"Drug phototoxic response"	"L56.0"	0	4156214161	0.0 (Unreliable)
	"Drug photoallergic response"	"L56.1"	0	4156214161	0.0 (Unreliable)
	"Photocontact dermatitis [berloque dermatitis]"	"L56.2"	0	4156214161	0.0 (Unreliable)
	"Solar urticaria"	"L56.3"	0	4156214161	0.0 (Unreliable)
	"Polymorphous light eruption"	"L56.4"	0	4156214161	0.0 (Unreliable)
	"Other specified acute skin changes due to ultraviolet radiation"	"L56.8"	0	4156214161	0.0 (Unreliable)
	"Acute skin change due to ultraviolet radiation, unspecified"	"L56.9"	0	4156214161	0.0 (Unreliable)
	"Actinic keratosis"	"L57.0"	3	4156214161	0.0 (Unreliable)
	"Actinic reticuloid"	"L57.1"	0	4156214161	0.0 (Unreliable)
	"Cutis rhomboidalis nuchae"	"L57.2"	0	4156214161	0.0 (Unreliable)
	"Poikiloderma of Civatte"	"L57.3"	0	4156214161	0.0 (Unreliable)
	"Cutis laxa senilis"	"L57.4"	1	4156214161	0.0 (Unreliable)
	"Actinic granuloma"	"L57.5"	0	4156214161	0.0 (Unreliable)
	"Other skin changes due to chronic exposure to nonionizing radiation"	"L57.8"	0	4156214161	0.0 (Unreliable)
	"Skin changes due to chronic exposure to nonionizing radiation, unspecified"	"L57.9"	1	4156214161	0.0 (Unreliable)
	"Acute radiodermatitis"	"L58.0"	0	4156214161	0.0 (Unreliable)
	"Chronic radiodermatitis"	"L58.1"	0	4156214161	0.0 (Unreliable)
	"Radiodermatitis, unspecified"	"L58.9"	0	4156214161	0.0 (Unreliable)
	"Erythema ab igne [dermatitis ab igne]"	"L59.0"	0	4156214161	0.0 (Unreliable)
	"Other specified disorders of skin and subcutaneous tissue related to radiation"	"L59.8"	3	4156214161	0.0 (Unreliable)
	"Disorder of skin and subcutaneous tissue related to radiation, unspecified"	"L59.9"	0	4156214161	0.0 (Unreliable)
	"Ingrowing nail"	"L60.0"	2	4156214161	0.0 (Unreliable)
	"Onycholysis"	"L60.1"	0	4156214161	0.0 (Unreliable)
	"Onychogryphosis"	"L60.2"	0	4156214161	0.0 (Unreliable)
	"Nail dystrophy"	"L60.3"	0	4156214161	0.0 (Unreliable)
	"Beau's lines"	"L60.4"	0	4156214161	0.0 (Unreliable)
	"Yellow nail syndrome"	"L60.5"	26	4156214161	0.0
	"Other nail disorders"	"L60.8"	0	4156214161	0.0 (Unreliable)
	"Nail disorder, unspecified"	"L60.9"	1	4156214161	0.0 (Unreliable)
	"Alopecia (capitis) totalis"	"L63.0"	0	4156214161	0.0 (Unreliable)
	"Alopecia universalis"	"L63.1"	0	4156214161	0.0 (Unreliable)
	"Ophiasis"	"L63.2"	1	4156214161	0.0 (Unreliable)
	"Other alopecia areata"	"L63.8"	0	4156214161	0.0 (Unreliable)
	"Alopecia areata, unspecified"	"L63.9"	1	4156214161	0.0 (Unreliable)
	"Drug-induced androgenic alopecia"	"L64.0"	0	4156214161	0.0 (Unreliable)
	"Other androgenic alopecia"	"L64.8"	0	4156214161	0.0 (Unreliable)
	"Androgenic alopecia, unspecified"	"L64.9"	0	4156214161	0.0 (Unreliable)
	"Telogen effluvium"	"L65.0"	0	4156214161	0.0 (Unreliable)
	"Anagen effluvium"	"L65.1"	0	4156214161	0.0 (Unreliable)
	"Alopecia mucinosa"	"L65.2"	0	4156214161	0.0 (Unreliable)
	"Other specified nonscarring hair loss"	"L65.8"	0	4156214161	0.0 (Unreliable)
	"Nonscarring hair loss, unspecified"	"L65.9"	0	4156214161	0.0 (Unreliable)
	"Pseudopelade"	"L66.0"	0	4156214161	0.0 (Unreliable)
	"Lichen planopilaris"	"L66.1"	0	4156214161	0.0 (Unreliable)
	"Folliculitis decalvans"	"L66.2"	0	4156214161	0.0 (Unreliable)
	"Perifolliculitis capitis abscedens"	"L66.3"	0	4156214161	0.0 (Unreliable)
	"Folliculitis ulerythematosa reticulata"	"L66.4"	0	4156214161	0.0 (Unreliable)
	"Other cicatricial alopecia"	"L66.8"	0	4156214161	0.0 (Unreliable)
	"Cicatricial alopecia, unspecified"	"L66.9"	0	4156214161	0.0 (Unreliable)
	"Trichorrhexis nodosa"	"L67.0"	0	4156214161	0.0 (Unreliable)
	"Variations in hair colour"	"L67.1"	0	4156214161	0.0 (Unreliable)
	"Other hair colour and hair shaft abnormalities"	"L67.8"	0	4156214161	0.0 (Unreliable)
	"Hair colour and hair shaft abnormality, unspecified"	"L67.9"	0	4156214161	0.0 (Unreliable)
	"Hirsutism"	"L68.0"	0	4156214161	0.0 (Unreliable)
	"Acquired hypertrichosis lanuginosa"	"L68.1"	0	4156214161	0.0 (Unreliable)
	"Localized hypertrichosis"	"L68.2"	0	4156214161	0.0 (Unreliable)
	"Polytrichia"	"L68.3"	0	4156214161	0.0 (Unreliable)
	"Other hypertrichosis"	"L68.8"	0	4156214161	0.0 (Unreliable)
	"Hypertrichosis, unspecified"	"L68.9"	0	4156214161	0.0 (Unreliable)
	"Acne vulgaris"	"L70.0"	0	4156214161	0.0 (Unreliable)
	"Acne conglobata"	"L70.1"	0	4156214161	0.0 (Unreliable)
	"Acne varioliformis"	"L70.2"	0	4156214161	0.0 (Unreliable)
	"Acne tropica"	"L70.3"	0	4156214161	0.0 (Unreliable)
	"Infantile acne"	"L70.4"	0	4156214161	0.0 (Unreliable)
	"Acne excoriee des jeunes filles"	"L70.5"	0	4156214161	0.0 (Unreliable)
	"Other acne"	"L70.8"	1	4156214161	0.0 (Unreliable)
	"Acne, unspecified"	"L70.9"	0	4156214161	0.0 (Unreliable)
	"Perioral dermatitis"	"L71.0"	0	4156214161	0.0 (Unreliable)
	"Rhinophyma"	"L71.1"	0	4156214161	0.0 (Unreliable)
	"Other rosacea"	"L71.8"	0	4156214161	0.0 (Unreliable)
	"Rosacea, unspecified"	"L71.9"	0	4156214161	0.0 (Unreliable)
	"Epidermal cyst"	"L72.0"	5	4156214161	0.0 (Unreliable)
	"Trichilemmal cyst"	"L72.1"	9	4156214161	0.0 (Unreliable)
