"Notes"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Hemorrhagic thrombocythemia"	"287.2"	10	2320363006	0.0 (Unreliable)
	"Thrombocytopathy"	"287.3"	18	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"287.9"	913	2320363006	0.0
	"Agranulocytosis"	"288"	3515	2320363006	0.2
	"Polycythemia, secondary"	"289.0"	188	2320363006	0.0
	"Chronic lymphadenitis"	"289.1"	7	2320363006	0.0 (Unreliable)
	"Nonspecific mesenteric lymphadenitis"	"289.2"	157	2320363006	0.0
	"Lymphadenitis, unspecified, except mesenteric"	"289.3"	76	2320363006	0.0
	"Hypersplenism"	"289.4"	363	2320363006	0.0
	"Other disease of spleen"	"289.5"	1032	2320363006	0.0
	"Other and unspecified"	"289.9"	1743	2320363006	0.1
	"Senile dementia"	"290.0"	4708	2320363006	0.2
	"Presenile dementia"	"290.1"	4021	2320363006	0.2
	"Delirium tremens"	"291.0"	4886	2320363006	0.2
	"Korsakov's psychosis (alcoholic)"	"291.1"	227	2320363006	0.0
	"Other alcoholic hallucinosis"	"291.2"	23	2320363006	0.0
	"Alcoholic paranoia"	"291.3"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"291.9"	153	2320363006	0.0
	"Childbirth"	"294.4"	0	2320363006	0.0 (Unreliable)
	"Unspecified physical condition"	"294.9"	53	2320363006	0.0
	"Simple type"	"295.0"	9	2320363006	0.0 (Unreliable)
	"Hebephrenic type"	"295.1"	30	2320363006	0.0
	"Catatonic type"	"295.2"	266	2320363006	0.0
	"Paranoid type"	"295.3"	151	2320363006	0.0
	"Acute schizophrenia episode"	"295.4"	13	2320363006	0.0 (Unreliable)
	"Latent schizophrenia"	"295.5"	0	2320363006	0.0 (Unreliable)
	"Residual schizophrenia"	"295.6"	0	2320363006	0.0 (Unreliable)
	"Schizo-affective type"	"295.7"	11	2320363006	0.0 (Unreliable)
	"Other"	"295.8"	250	2320363006	0.0
	"Unspecified type"	"295.9"	463	2320363006	0.0
	"Involutional melancholia"	"296.0"	83	2320363006	0.0
	"Manic-depression psychosis, manic type"	"296.1"	23	2320363006	0.0
	"Manic depressive psychosis, depressed type"	"296.2"	274	2320363006	0.0
	"Manic-depressive psychosis, circular type"	"296.3"	1	2320363006	0.0 (Unreliable)
	"Other"	"296.8"	0	2320363006	0.0 (Unreliable)
	"Unspecified"	"296.9"	74	2320363006	0.0
	"Paranoia"	"297.0"	14	2320363006	0.0 (Unreliable)
	"Involutional paraphrenia"	"297.1"	4	2320363006	0.0 (Unreliable)
	"Other"	"297.9"	19	2320363006	0.0 (Unreliable)
	"Reactive depressive psychosis"	"298.0"	17	2320363006	0.0 (Unreliable)
	"Reactive excitation"	"298.1"	0	2320363006	0.0 (Unreliable)
	"Reactive confusion"	"298.2"	108	2320363006	0.0
	"Acute paranoid reaction"	"298.3"	0	2320363006	0.0 (Unreliable)
	"Reactive psychosis, unspecified"	"298.9"	2	2320363006	0.0 (Unreliable)
	"Unspecified psychosis"	"299"	1558	2320363006	0.1
	"Anxiety neurosis"	"300.0"	25	2320363006	0.0
	"Hysterical neurosis"	"300.1"	6	2320363006	0.0 (Unreliable)
	"Phobic neurosis"	"300.2"	0	2320363006	0.0 (Unreliable)
	"Obsessive compulsive neurosis"	"300.3"	2	2320363006	0.0 (Unreliable)
	"Depressive neurosis"	"300.4"	84	2320363006	0.0
	"Neurasthenia"	"300.5"	2	2320363006	0.0 (Unreliable)
	"Depersonalisation syndrome"	"300.6"	0	2320363006	0.0 (Unreliable)
	"Hypochondriacal neurosis"	"300.7"	0	2320363006	0.0 (Unreliable)
	"Other"	"300.8"	0	2320363006	0.0 (Unreliable)
	"Unspecified neurosis"	"300.9"	26	2320363006	0.0
	"Paranoid"	"301.0"	0	2320363006	0.0 (Unreliable)
	"Affective"	"301.1"	0	2320363006	0.0 (Unreliable)
	"Schizoid"	"301.2"	1	2320363006	0.0 (Unreliable)
	"Explosive"	"301.3"	0	2320363006	0.0 (Unreliable)
	"Anankastic"	"301.4"	0	2320363006	0.0 (Unreliable)
	"Hysterical"	"301.5"	1	2320363006	0.0 (Unreliable)
	"Asthenic"	"301.6"	2	2320363006	0.0 (Unreliable)
	"Antisocial"	"301.7"	0	2320363006	0.0 (Unreliable)
	"Other"	"301.8"	1	2320363006	0.0 (Unreliable)
	"Unspecified"	"301.9"	2	2320363006	0.0 (Unreliable)
	"Homosexuality"	"302.0"	0	2320363006	0.0 (Unreliable)
	"Fetishism"	"302.1"	0	2320363006	0.0 (Unreliable)
	"Pedophilia"	"302.2"	0	2320363006	0.0 (Unreliable)
	"Transvestitism"	"302.3"	0	2320363006	0.0 (Unreliable)
	"Exhibitionism"	"302.4"	0	2320363006	0.0 (Unreliable)
	"Voyeurism"	"302.5"	0	2320363006	0.0 (Unreliable)
	"Sadism"	"302.6"	0	2320363006	0.0 (Unreliable)
	"Masochism"	"302.7"	0	2320363006	0.0 (Unreliable)
	"Other"	"302.8"	1	2320363006	0.0 (Unreliable)
	"Unspecified"	"302.9"	1	2320363006	0.0 (Unreliable)
	"Episodic excessive drinking"	"303.0"	3	2320363006	0.0 (Unreliable)
	"Habitual excessive drinking"	"303.1"	21	2320363006	0.0
	"Alcoholic addiction"	"303.2"	27821	2320363006	1.2
	"Other and unspecified alcoholism"	"303.9"	22927	2320363006	1.0
	"Opium, opium alkaloids, and their derivatives"	"304.0"	950	2320363006	0.0
	"Synthetic analgesics with morphine-like effects"	"304.1"	76	2320363006	0.0
	"Barbiturates"	"304.2"	71	2320363006	0.0
	"Other hypnotics and sedatives or tranquillisers"	"304.3"	53	2320363006	0.0
	"Cocaine"	"304.4"	17	2320363006	0.0 (Unreliable)
	"Cannabis sativa"	"304.5"	1	2320363006	0.0 (Unreliable)
	"Other psycho-stimulants"	"304.6"	20	2320363006	0.0
	"Hallucinogenics"	"304.7"	3	2320363006	0.0 (Unreliable)
	"Other"	"304.8"	184	2320363006	0.0
	"Unspecified"	"304.9"	8130	2320363006	0.4
	"Skin"	"305.0"	0	2320363006	0.0 (Unreliable)
	"Musculoskeletal"	"305.1"	1	2320363006	0.0 (Unreliable)
	"Respiratory"	"305.2"	0	2320363006	0.0 (Unreliable)
	"Cardiovascular"	"305.3"	163	2320363006	0.0
	"Hemic and lymphatic"	"305.4"	0	2320363006	0.0 (Unreliable)
	"Gastrointestinal"	"305.5"	33	2320363006	0.0
	"Genitourinary"	"305.6"	4	2320363006	0.0 (Unreliable)
	"Endocrine"	"305.7"	0	2320363006	0.0 (Unreliable)
	"Organs of special sense"	"305.8"	0	2320363006	0.0 (Unreliable)
	"Other"	"305.9"	4	2320363006	0.0 (Unreliable)
	"Stammering and stuttering"	"306.0"	1	2320363006	0.0 (Unreliable)
	"Specific learning disturbance"	"306.1"	0	2320363006	0.0 (Unreliable)
	"Tics"	"306.2"	2	2320363006	0.0 (Unreliable)
	"Other psychomotor disorders"	"306.3"	3	2320363006	0.0 (Unreliable)
	"Specific disorders of sleep"	"306.4"	2	2320363006	0.0 (Unreliable)
	"Feeding disturbance"	"306.5"	797	2320363006	0.0
	"Enuresis"	"306.6"	0	2320363006	0.0 (Unreliable)
	"Encopresis"	"306.7"	1	2320363006	0.0 (Unreliable)
	"Cephalalgia"	"306.8"	3	2320363006	0.0 (Unreliable)
	"Other"	"306.9"	45	2320363006	0.0
	"Transient situational disturbances"	"307"	27	2320363006	0.0
	"Behavior disorders of childhood"	"308"	3	2320363006	0.0 (Unreliable)
	"Other or unspecified physical condition"	"309.9"	14513	2320363006	0.6
	"Following infections and intoxications"	"310.0"	0	2320363006	0.0 (Unreliable)
	"With psycho-social (environmental) deprivation"	"310.8"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"310.9"	0	2320363006	0.0 (Unreliable)
	"Following infections and intoxications"	"311.0"	0	2320363006	0.0 (Unreliable)
	"With psycho-social (environmental) deprivation"	"311.8"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"311.9"	10	2320363006	0.0 (Unreliable)
	"Following infections and intoxications"	"312.0"	0	2320363006	0.0 (Unreliable)
	"With psycho-social (environmental) deprivation"	"312.8"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"312.9"	7	2320363006	0.0 (Unreliable)
	"Following infections and intoxications"	"313.0"	0	2320363006	0.0 (Unreliable)
	"With psycho-social (environmental) deprivation"	"313.8"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"313.9"	638	2320363006	0.0
	"Following infections and intoxications"	"314.0"	0	2320363006	0.0 (Unreliable)
	"With psycho-social (environmental) deprivation"	"314.8"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"314.9"	294	2320363006	0.0
	"Following infections and intoxications"	"315.0"	0	2320363006	0.0 (Unreliable)
	"With psycho-social (environmental) deprivation"	"315.8"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"315.9"	1779	2320363006	0.1
	"H. influenzae"	"320.0"	2481	2320363006	0.1
	"Pneumococcus"	"320.1"	3326	2320363006	0.1
	"Due to other specified organism"	"320.8"	1919	2320363006	0.1
	"With no organism specified as cause"	"320.9"	9803	2320363006	0.4
	"Phlebitis and thrombophlebitis of intracranial venous sinuses"	"321"	463	2320363006	0.0
	"Intracranial and intraspinal abscess"	"322"	3180	2320363006	0.1
	"Encephalitis, myelitis, and encephalomyelitis"	"323"	3494	2320363006	0.2
	"Late effects of intracranial abscess or pyogenic infection"	"324"	888	2320363006	0.0
	"Neuropathic muscular atrophy"	"330.0"	126	2320363006	0.0
	"Familial progressive spinal muscular atrophy"	"330.1"	1218	2320363006	0.1
	"Amyotonia congenita"	"330.2"	336	2320363006	0.0
	"Progressive muscular dystrophy"	"330.3"	1246	2320363006	0.1
	"Myotonia atrophica"	"330.4"	5402	2320363006	0.2
	"Other"	"330.9"	74	2320363006	0.0
	"Hereditary chorea"	"331.0"	2803	2320363006	0.1
	"Dystonia musculorum deformans"	"331.1"	68	2320363006	0.0
	"Progressive familial myoclonic epilepsy"	"331.2"	24	2320363006	0.0
	"Other"	"331.9"	30	2320363006	0.0
	"Hereditary spinal ataxia"	"332.0"	354	2320363006	0.0
	"Hereditary cerebellar ataxia"	"332.1"	52	2320363006	0.0
	"Other and unspecified"	"332.9"	15	2320363006	0.0 (Unreliable)
	"Amaurotic family idiocy"	"333.0"	407	2320363006	0.0
	"Progressive cerebral leukodystrophy"	"333.1"	688	2320363006	0.0
	"Other and unspecified"	"333.9"	916	2320363006	0.0
	"Multiple sclerosis"	"340"	16843	2320363006	0.7
	"Other demyelinating diseases of central nervous system"	"341"	2438	2320363006	0.1
	"Paralysis agitans"	"342"	35458	2320363006	1.5
	"Spastic hemiplegia"	"343.0"	48	2320363006	0.0
	"Other spastic paralyis"	"343.1"	1448	2320363006	0.1
	"Athetoid"	"343.2"	22	2320363006	0.0
	"Other and unspecified"	"343.9"	5787	2320363006	0.2
	"Monoplegia"	"344.0"	7	2320363006	0.0 (Unreliable)
	"Hemiplegia"	"344.1"	2757	2320363006	0.1
	"Paraplegia"	"344.2"	1746	2320363006	0.1
	"Quadriplegia"	"344.3"	1195	2320363006	0.1
	"Other and unspecified"	"344.9"	3125	2320363006	0.1
	"Generalised nonconvulsive"	"345.0"	69	2320363006	0.0
	"Generalised convulsive"	"345.1"	4064	2320363006	0.2
	"Status epilepticus"	"345.2"	6037	2320363006	0.3
	"Partial (focalized), temporal lobe or psychomotor"	"345.3"	25	2320363006	0.0
	"Partial (focalized), motor type"	"345.4"	6	2320363006	0.0 (Unreliable)
	"Partial (focalized), other and unspecified type"	"345.5"	82	2320363006	0.0
	"Other and unspecified"	"345.9"	9334	2320363006	0.4
	"Migraine"	"346"	20	2320363006	0.0
	"Cataplexy and narcolepsy"	"347.0"	12	2320363006	0.0 (Unreliable)
	"Cerebral and cortical atrophy"	"347.1"	4226	2320363006	0.2
	"Other and unspecified"	"347.9"	22604	2320363006	1.0
	"Amyotrophic lateral sclerosis"	"348.0"	19524	2320363006	0.8
	"Progressive bulbar palsy"	"348.1"	948	2320363006	0.0
	"Other progressive muscular atrophy"	"348.2"	613	2320363006	0.0
	"Other and unspecified manifestations"	"348.9"	700	2320363006	0.0
	"Syringomyelia and syringobulbia"	"349.0"	449	2320363006	0.0
	"Spinal paralysis, monoplegic"	"349.1"	2	2320363006	0.0 (Unreliable)
	"Spinal paralysis, hemiplegic"	"349.2"	1	2320363006	0.0 (Unreliable)
	"Spinal paralysis, paraplegic"	"349.3"	6	2320363006	0.0 (Unreliable)
	"Spinal paralysis, quadriplegic"	"349.4"	3	2320363006	0.0 (Unreliable)
	"Spinal paralysis, other and unspecified"	"349.5"	152	2320363006	0.0
	"Compression, old or not specified as traumatic"	"349.6"	187	2320363006	0.0
	"Other and unspecified"	"349.9"	1253	2320363006	0.1
	"Facial paralysis"	"350"	248	2320363006	0.0
	"Trigeminal neuralgia"	"351"	116	2320363006	0.0
	"Brachial neuritis"	"352"	2	2320363006	0.0 (Unreliable)
	"Sciatica"	"353"	12	2320363006	0.0 (Unreliable)
	"Polyneuritis and polyradiculitis"	"354"	2150	2320363006	0.1
	"Cranial NEC"	"355.0"	16	2320363006	0.0 (Unreliable)
	"Spinal NEC"	"355.1"	20	2320363006	0.0
	"Other and unspecified"	"355.9"	129	2320363006	0.0
	"Other diseases of cranial nerves"	"356"	97	2320363006	0.0
	"Cervical and brachial plexus"	"357.0"	11	2320363006	0.0 (Unreliable)
	"Axillary nerve"	"357.1"	0	2320363006	0.0 (Unreliable)
	"Median nerve"	"357.2"	5	2320363006	0.0 (Unreliable)
	"Ulnar nerve"	"357.3"	2	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"357.9"	669	2320363006	0.0
	"Horner's syndrome"	"358.0"	5	2320363006	0.0 (Unreliable)
	"Carotid sinus syndrome"	"358.1"	13	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"358.9"	16	2320363006	0.0 (Unreliable)
	"Conjunctivitis and ophthalmia"	"360"	17	2320363006	0.0 (Unreliable)
	"Blepharitis"	"361"	3	2320363006	0.0 (Unreliable)
	"Hordeolum"	"362"	2	2320363006	0.0 (Unreliable)
	"With ulceration"	"363.0"	3	2320363006	0.0 (Unreliable)
	"Without mention of ulcer"	"363.9"	3	2320363006	0.0 (Unreliable)
	"Iritis"	"364"	0	2320363006	0.0 (Unreliable)
	"Choroiditis"	"365"	3	2320363006	0.0 (Unreliable)
	"Other inflammation of uveal tract"	"366"	19	2320363006	0.0 (Unreliable)
	"Inflammation of optic nerve and retina"	"367"	27	2320363006	0.0
	"Inflammation of lachrymal glands and ducts"	"368"	4	2320363006	0.0 (Unreliable)
	"Abscess and cellulitis of orbit"	"369.0"	56	2320363006	0.0
	"Other and unspecified"	"369.9"	5	2320363006	0.0 (Unreliable)
	"Myopia"	"370.0"	0	2320363006	0.0 (Unreliable)
	"Hyperopia"	"370.1"	0	2320363006	0.0 (Unreliable)
	"Presbyopia"	"370.2"	0	2320363006	0.0 (Unreliable)
	"Astigmatism"	"370.3"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"370.9"	2	2320363006	0.0 (Unreliable)
	"Postoperative"	"371.0"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"371.9"	2	2320363006	0.0 (Unreliable)
	"Pterygium"	"372"	1	2320363006	0.0 (Unreliable)
	"Esotropia"	"373.0"	6	2320363006	0.0 (Unreliable)
	"Exotropia"	"373.1"	7	2320363006	0.0 (Unreliable)
	"Hypertropia"	"373.2"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"373.9"	29	2320363006	0.0
	"Traumatic"	"374.0"	1	2320363006	0.0 (Unreliable)
	"Secondary"	"374.1"	1	2320363006	0.0 (Unreliable)
	"Other specified type, excluding senile"	"374.8"	0	2320363006	0.0 (Unreliable)
	"Senile and unspecified type"	"374.9"	426	2320363006	0.0
	"Primary, acute"	"375.0"	8	2320363006	0.0 (Unreliable)
	"Chronic (primary)"	"375.1"	3	2320363006	0.0 (Unreliable)
	"Secondary"	"375.2"	0	2320363006	0.0 (Unreliable)
	"Unspecified"	"375.9"	55	2320363006	0.0
	"Detachment of retina"	"376"	29	2320363006	0.0
	"Vascular lesions of retina"	"377.0"	7	2320363006	0.0 (Unreliable)
	"Degeneration of retina"	"377.1"	3	2320363006	0.0 (Unreliable)
	"Amblyopia"	"377.2"	2	2320363006	0.0 (Unreliable)
	"Color blindness"	"377.3"	0	2320363006	0.0 (Unreliable)
	"Other diseases of retina"	"377.4"	6	2320363006	0.0 (Unreliable)
	"Papillendema"	"377.5"	0	2320363006	0.0 (Unreliable)
	"Other diseases of optic nerve"	"377.6"	4	2320363006	0.0 (Unreliable)
	"Unspecified"	"377.9"	0	2320363006	0.0 (Unreliable)
	"Chalazion"	"378.0"	3	2320363006	0.0 (Unreliable)
	"Trichiasis and entropion"	"378.1"	2	2320363006	0.0 (Unreliable)
	"Other disease of eyelid"	"378.2"	5	2320363006	0.0 (Unreliable)
	"Disease of conjunctiva and lachrymal tract NEC"	"378.3"	1	2320363006	0.0 (Unreliable)
	"Disease of cornea NEC"	"378.4"	8	2320363006	0.0 (Unreliable)
	"Prolapse of iris"	"378.5"	0	2320363006	0.0 (Unreliable)
	"Other and of iris, choroid, and uveal tract"	"378.6"	12	2320363006	0.0 (Unreliable)
	"Aphakia, acquired"	"378.7"	0	2320363006	0.0 (Unreliable)
	"Other diseases of lens"	"378.8"	2	2320363006	0.0 (Unreliable)
	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"	39	2320363006	0.0
	"Blindness, both eyes, specifically defined"	"379.0"	0	2320363006	0.0 (Unreliable)
	"Blindness, both eyes, not specifically defined"	"379.1"	92	2320363006	0.0
	"Blindness, one eye, specifically defined"	"379.2"	1	2320363006	0.0 (Unreliable)
	"Blindness, one eye, not specifically defined"	"379.3"	0	2320363006	0.0 (Unreliable)
	"Otitis externa"	"380"	47	2320363006	0.0
	"Acute"	"381.0"	102	2320363006	0.0
	"Chronic"	"381.1"	162	2320363006	0.0
	"Unspecified"	"381.9"	908	2320363006	0.0
	"Acute"	"382.0"	23	2320363006	0.0
	"Chronic"	"382.1"	38	2320363006	0.0
	"Unspecified"	"382.9"	57	2320363006	0.0
	"Acute"	"383.0"	23	2320363006	0.0
	"Chronic"	"383.1"	53	2320363006	0.0
	"Unspecified"	"383.9"	148	2320363006	0.0
	"Labyrinthitis"	"384.0"	33	2320363006	0.0
	"Other and unspecified"	"384.9"	1	2320363006	0.0 (Unreliable)
	"Ménière's disease"	"385"	16	2320363006	0.0 (Unreliable)
	"Otosclerosis"	"386"	3	2320363006	0.0 (Unreliable)
	"Cholesteatoma of ear"	"387.0"	23	2320363006	0.0
	"Wax in ear"	"387.1"	1	2320363006	0.0 (Unreliable)
	"Perforation of tympanic membrane, nontraumatic"	"387.2"	4	2320363006	0.0 (Unreliable)
	"Other"	"387.9"	23	2320363006	0.0
	"Deaf mutism"	"388"	5	2320363006	0.0 (Unreliable)
	"Deafness, both ears"	"389.0"	0	2320363006	0.0 (Unreliable)
	"Deafness, one ear, and partial deafness in other"	"389.1"	0	2320363006	0.0 (Unreliable)
	"Deafness, one ear"	"389.2"	0	2320363006	0.0 (Unreliable)
	"Impairment of hearing, one or both ears"	"389.9"	12	2320363006	0.0 (Unreliable)
	"Rheumatic fever without mention of heart involvement"	"390"	280	2320363006	0.0
	"Active rheumatic pericarditis"	"391.0"	1224	2320363006	0.1
	"Active rheumatic endocarditis"	"391.1"	116	2320363006	0.0
	"Active rheumatic myocarditis"	"391.2"	73	2320363006	0.0
	"Other active rheumatic heart disease"	"391.9"	529	2320363006	0.0
	"With heart involvement"	"392.0"	1	2320363006	0.0 (Unreliable)
	"Without mention of heart involvement"	"392.9"	51	2320363006	0.0
	"Diseases of pericardium"	"393"	722	2320363006	0.0
	"Specified as rheumatic"	"394.0"	23744	2320363006	1.0
	"Not specified as rheumatic"	"394.9"	17507	2320363006	0.8
	"Specified as rheumatic"	"395.0"	10499	2320363006	0.5
	"Not specified as rheumatic"	"395.9"	34593	2320363006	1.5
	"Specified as rheumatic"	"396.0"	8691	2320363006	0.4
	"Not specified as rheumatic"	"396.9"	4227	2320363006	0.2
	"Of tricuspid valve"	"397.0"	505	2320363006	0.0
	"Of other and unspecified endocardial structures, specified as rheumatic"	"397.9"	6520	2320363006	0.3
	"Other heart disease, specified as rheumatic"	"398"	45412	2320363006	2.0
	"Without mention of organ damage"	"400.0"	820	2320363006	0.0
	"With heart involvement"	"400.1"	677	2320363006	0.0
	"With cerebrovascular involvement"	"400.2"	4385	2320363006	0.2
	"With renal involvement"	"400.3"	2686	2320363006	0.1
	"With multiple organ involvement"	"400.9"	2810	2320363006	0.1
	"Essential benign hypertension"	"401"	13062	2320363006	0.6
	"Hypertensive heart disease"	"402"	84610	2320363006	3.6
	"Hypertensive renal disease"	"403"	54850	2320363006	2.4
	"Hypertensive heart and renal disease"	"404"	59307	2320363006	2.6
	"With hypertensive disease"	"410.0"	339737	2320363006	14.6
	"Without mention of hypertensive disease"	"410.9"	3403304	2320363006	146.7
	"With hypertensive disease"	"411.0"	2890	2320363006	0.1
	"Without mention of hypertensive disease"	"411.9"	44380	2320363006	1.9
	"With or without cardiovascular disease with hypertension"	"412.1"	225678	2320363006	9.7
	"Cardiovascular disease without mention of chronic ischemic heart disease with hypertensive disease"	"412.2"	247520	2320363006	10.7
	"With or without cardiovascular disease without mention of hypertensive disease"	"412.3"	2437197	2320363006	105.0
	"Cardiovascular disease without mention of chronic ischemic heart disease without mention of hypertensive disease"	"412.4"	585489	2320363006	25.2
	"With hypertensive disease"	"413.0"	432	2320363006	0.0
	"Without mention of hypertensive disease"	"413.9"	1739	2320363006	0.1
	"Acute pericarditis, nonrheumatic"	"420"	603	2320363006	0.0
	"Acute and subacute bacterial endocarditis"	"421.0"	7134	2320363006	0.3
	"Other acute endocarditis"	"421.9"	211	2320363006	0.0
	"Acute myocarditis"	"422"	4560	2320363006	0.2
	"Chronic disease of pericardium, nonrheumatic"	"423"	5790	2320363006	0.2
	"Of mitral valve, nonrheumatic"	"424.0"	688	2320363006	0.0
	"Of aortic valve, nonrheumatic"	"424.1"	2296	2320363006	0.1
	"Of other endocardial structures"	"424.9"	10108	2320363006	0.4
	"Cardiomyopathy"	"425"	29483	2320363006	1.3
	"Pulmonary heart disease"	"426"	14288	2320363006	0.6
	"Congestive heart failure"	"427.0"	153941	2320363006	6.6
	"Left ventricular failure"	"427.1"	3652	2320363006	0.2
	"Cardiac arrest NOS"	"427.2"	108287	2320363006	4.7
	"Other heart block"	"427.3"	6100	2320363006	0.3
	"Atrial fibrillation or flutter"	"427.4"	13257	2320363006	0.6
	"Paroxysmal tachycardia (atrial)"	"427.5"	580	2320363006	0.0
	"Ventricular fibrillation or flutter"	"427.6"	7147	2320363006	0.3
	"Other and unspecified disorders or heart rhythm"	"427.9"	13473	2320363006	0.6
	"Other myocardial insufficiency"	"428"	47402	2320363006	2.0
	"Cardiac enlargement and hypertrohy"	"429.0"	3588	2320363006	0.2
	"Other and unspecified heart disease"	"429.9"	82831	2320363006	3.6
	"With hypertension (benign)"	"430.0"	14928	2320363006	0.6
	"Without mention of hypertension"	"430.9"	80760	2320363006	3.5
	"With hypertension (benign)"	"431.0"	103570	2320363006	4.5
	"Without mention of hypertension"	"431.9"	266021	2320363006	11.5
	"With hypertension (benign)"	"432.0"	2705	2320363006	0.1
	"Without mention of hypertension"	"432.9"	30292	2320363006	1.3
	"With hypertension (benign)"	"433.0"	40380	2320363006	1.7
	"Without mention of hypertension"	"433.9"	535431	2320363006	23.1
	"With hypertension (benign)"	"434.0"	627	2320363006	0.0
	"Without mention of hypertension"	"434.9"	9333	2320363006	0.4
	"With hypertension (benign)"	"435.0"	38	2320363006	0.0
	"Without mention of hypertension"	"435.9"	672	2320363006	0.0
	"With hypertension (benign)"	"436.0"	93309	2320363006	4.0
	"Without mention of hypertension"	"436.9"	611810	2320363006	26.4
	"With hypertension (benign)"	"437.0"	18905	2320363006	0.8
	"Without mention of hypertension"	"437.9"	364768	2320363006	15.7
	"With hypertension (benign)"	"438.0"	4251	2320363006	0.2
	"Without mention of hypertension"	"438.9"	32332	2320363006	1.4
	"Of aorta"	"440.0"	939	2320363006	0.0
	"Of renal artery"	"440.1"	273	2320363006	0.0
	"Of arteries of the extremities"	"440.2"	1347	2320363006	0.1
	"Of other specified arteries"	"440.3"	297	2320363006	0.0
	"Generalized and unspecified"	"440.9"	340267	2320363006	14.7
	"Dissecting aneurysm of aorta (any part)"	"441.0"	31296	2320363006	1.3
	"Aneurysm of thoracic aorta"	"441.1"	13001	2320363006	0.6
	"Aneurysm of abdominal aorta"	"441.2"	70788	2320363006	3.1
	"Unspecified aortic aneurysm"	"441.9"	36427	2320363006	1.6
	"Other aneurysm"	"442"	14531	2320363006	0.6
	"Raynaud's syndrome"	"443.0"	144	2320363006	0.0
	"Thrombo-angiitis obliterans (Buerger's disease)"	"443.1"	459	2320363006	0.0
	"Chilblains"	"443.2"	5	2320363006	0.0 (Unreliable)
	"Other"	"443.8"	3	2320363006	0.0 (Unreliable)
	"Unspecified"	"443.9"	7108	2320363006	0.3
	"Of abdominal aorta"	"444.0"	2398	2320363006	0.1
	"Of other aorta"	"444.1"	2721	2320363006	0.1
	"Of mesenteric artery"	"444.2"	42316	2320363006	1.8
	"Of renal artery"	"444.3"	1128	2320363006	0.0
	"Of arteries of the extremities"	"444.4"	7108	2320363006	0.3
	"Of other and unspecified arteries"	"444.9"	8192	2320363006	0.4
	"Arteriosclerotic gangrene"	"445.0"	22589	2320363006	1.0
	"Gangrene not elsewhere classified"	"445.9"	8529	2320363006	0.4
	"Polyarteritis nodosa"	"446.0"	2435	2320363006	0.1
	"Hemorrhagic pulmonary renal syndrome"	"446.1"	518	2320363006	0.0
	"Other hypersensitivity angiitis"	"446.2"	651	2320363006	0.0
	"Wegener's granulomatosis"	"446.3"	794	2320363006	0.0
	"Cranial arteritis"	"446.4"	358	2320363006	0.0
	"Thrombotic microangiopathy"	"446.5"	1195	2320363006	0.1
	"Pulseless disease"	"446.6"	57	2320363006	0.0
	"Other"	"446.9"	883	2320363006	0.0
	"Other diseases of arteries and arterioles"	"447"	7251	2320363006	0.3
	"Diseases of capillaries"	"448"	416	2320363006	0.0
	"Pulmonary embolism and infarction"	"450"	121121	2320363006	5.2
	"Of lower extremities"	"451.0"	13830	2320363006	0.6
	"Of other and unspecified sites"	"451.9"	12668	2320363006	0.5
	"Portal vein thrombosis"	"452"	664	2320363006	0.0
	"Other venous embolism and thrombosis"	"453"	17411	2320363006	0.8
	"With ulcer"	"454.0"	585	2320363006	0.0
	"With stasis dermatitis, without ulcer"	"454.1"	64	2320363006	0.0
	"Other and unspecified, without ulcer"	"454.9"	2158	2320363006	0.1
	"Hemorrhoids"	"455"	310	2320363006	0.0
	"Of esophagus"	"456.0"	4972	2320363006	0.2
	"Of scrotum"	"456.1"	4	2320363006	0.0 (Unreliable)
	"Of other sites"	"456.9"	783	2320363006	0.0
	"Noninfective disease of lymphatic channels"	"457"	330	2320363006	0.0
	"Hypotension"	"458.0"	1783	2320363006	0.1
	"Obstruction of inferior and superior vena cava"	"458.1"	218	2320363006	0.0
	"Other and unspecified circulatory diseases"	"458.9"	9770	2320363006	0.4
	"Acute nasopharyngitis (common cold)"	"460"	282	2320363006	0.0
	"Acute maxillary sinusitis"	"461.0"	5	2320363006	0.0 (Unreliable)
	"Acute frontal sinusitis"	"461.1"	11	2320363006	0.0 (Unreliable)
	"Acute sinusitis, other and unspecified"	"461.9"	57	2320363006	0.0
	"Acute pharyngitis"	"462"	472	2320363006	0.0
	"Acute tonsillitis"	"463"	259	2320363006	0.0
