"Notes"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Other specified inflammatory disease of female pelvic organs and tissues"	"614.8"	4	4961016600	0.0 (Unreliable)
	"Unspecified inflammatory disease of female pelvic organs and tissues"	"614.9"	283	4961016600	0.0
	"Acute"	"615.0"	11	4961016600	0.0 (Unreliable)
	"Chronic"	"615.1"	3	4961016600	0.0 (Unreliable)
	"Unspecified inflammatory disease of uterus"	"615.9"	255	4961016600	0.0
	"Cervicitis and endocervicitis"	"616.0"	23	4961016600	0.0
	"Vaginitis and vulvovaginitis"	"616.1"	151	4961016600	0.0
	"Cyst of bartholin's gland"	"616.2"	9	4961016600	0.0 (Unreliable)
	"Abscess of bartholin's gland"	"616.3"	13	4961016600	0.0 (Unreliable)
	"Other abscess of vulva"	"616.4"	46	4961016600	0.0
	"Ulceration of vulva"	"616.5"	3	4961016600	0.0 (Unreliable)
	"Other specified inflammatory diseases of cervix, vagina, and vulva"	"616.8"	4	4961016600	0.0 (Unreliable)
	"Unspecified inflammatory disease of cervix, vagina, and vulva"	"616.9"	7	4961016600	0.0 (Unreliable)
	"Endometriosis of uterus"	"617.0"	19	4961016600	0.0 (Unreliable)
	"Endometriosis of ovary"	"617.1"	1	4961016600	0.0 (Unreliable)
	"Endometriosis of fallopian tube"	"617.2"	0	4961016600	0.0 (Unreliable)
	"Endometriosis of pelvic peritoneum"	"617.3"	6	4961016600	0.0 (Unreliable)
	"Endometriosis of rectovaginal septum and vagina"	"617.4"	0	4961016600	0.0 (Unreliable)
	"Endometriosis of intestine"	"617.5"	0	4961016600	0.0 (Unreliable)
	"Endometriosis in scar of skin"	"617.6"	0	4961016600	0.0 (Unreliable)
	"Endometriosis of other specified sites"	"617.8"	4	4961016600	0.0 (Unreliable)
	"Endometriosis, site unspecified"	"617.9"	47	4961016600	0.0
	"Prolapse of vaginal walls without mention of uterine prolapse"	"618.0"	138	4961016600	0.0
	"Uterine prolapse without mention of vaginal wall prolapse"	"618.1"	154	4961016600	0.0
	"Uterovaginal prolapse, incomplete"	"618.2"	0	4961016600	0.0 (Unreliable)
	"Uterovaginal prolapse, complete"	"618.3"	16	4961016600	0.0 (Unreliable)
	"Uterovaginal prolapse, unspecified"	"618.4"	18	4961016600	0.0 (Unreliable)
	"Prolapse of vaginal vault after hysterectomy"	"618.5"	0	4961016600	0.0 (Unreliable)
	"Vaginal enterocele, congenital or acquired"	"618.6"	6	4961016600	0.0 (Unreliable)
	"Old laceration of muscles of pelvic floor"	"618.7"	1	4961016600	0.0 (Unreliable)
	"Other specified genital prolapse"	"618.8"	16	4961016600	0.0 (Unreliable)
	"Unspecified genital prolapse"	"618.9"	2	4961016600	0.0 (Unreliable)
	"Urinary-genital tract fistula, female"	"619.0"	139	4961016600	0.0
	"Digestive-genital tract fistula, female"	"619.1"	792	4961016600	0.0
	"Genital tract-skin fistula, female"	"619.2"	5	4961016600	0.0 (Unreliable)
	"Other specified fistulas involving female genital tract"	"619.8"	3	4961016600	0.0 (Unreliable)
	"Unspecified fistula involving female genital tract"	"619.9"	46	4961016600	0.0
	"Follicular cyst of ovary"	"620.0"	1	4961016600	0.0 (Unreliable)
	"Corpus luteum cyst or hematoma"	"620.1"	32	4961016600	0.0
	"Other and unspecified ovarian cyst"	"620.2"	337	4961016600	0.0
	"Acquired atrophy of ovary and fallopian tube"	"620.3"	0	4961016600	0.0 (Unreliable)
	"Prolapse or hernia of ovary and fallopian tube"	"620.4"	1	4961016600	0.0 (Unreliable)
	"Torsion of ovary, ovarian pedicle, or fallopian tube"	"620.5"	17	4961016600	0.0 (Unreliable)
	"Broad ligament laceration syndrome"	"620.6"	0	4961016600	0.0 (Unreliable)
	"Hematoma of broad ligament"	"620.7"	1	4961016600	0.0 (Unreliable)
	"Other noninflammatory disorders of ovary, fallopian tube, and broad ligament"	"620.8"	54	4961016600	0.0
	"Unspecified noninflammatory disorder of ovary, fallopian tube, and broad ligament"	"620.9"	183	4961016600	0.0
	"Polyp of corpus uteri"	"621.0"	3	4961016600	0.0 (Unreliable)
	"Chronic subinvolution of uterus"	"621.1"	0	4961016600	0.0 (Unreliable)
	"Hypertrophy of uterus"	"621.2"	10	4961016600	0.0 (Unreliable)
	"Endometrial cystic hyperplasia"	"621.3"	6	4961016600	0.0 (Unreliable)
	"Hematometra"	"621.4"	5	4961016600	0.0 (Unreliable)
	"Intrauterine synechiae"	"621.5"	0	4961016600	0.0 (Unreliable)
	"Malposition of uterus"	"621.6"	2	4961016600	0.0 (Unreliable)
	"Chronic inversion of uterus"	"621.7"	2	4961016600	0.0 (Unreliable)
	"Other specified disorders of uterus, not elsewhere classified"	"621.8"	74	4961016600	0.0
	"Unspecified disorder of uterus"	"621.9"	86	4961016600	0.0
	"Erosion and ectropion of cervix"	"622.0"	0	4961016600	0.0 (Unreliable)
	"Dysplasia of cervix (uteri)"	"622.1"	7	4961016600	0.0 (Unreliable)
	"Leukoplakia of cervix (uteri)"	"622.2"	0	4961016600	0.0 (Unreliable)
	"Old laceration of cervix"	"622.3"	0	4961016600	0.0 (Unreliable)
	"Stricture and stenosis of cervix"	"622.4"	29	4961016600	0.0
	"Incompetence of cervix"	"622.5"	10	4961016600	0.0 (Unreliable)
	"Hypertrophic elongation of cervix"	"622.6"	0	4961016600	0.0 (Unreliable)
	"Mucous polyp of cervix"	"622.7"	1	4961016600	0.0 (Unreliable)
	"Other specified noninflammatory disorders of cervix"	"622.8"	8	4961016600	0.0 (Unreliable)
	"Unspecified noninflammatory disorder of cervix"	"622.9"	2	4961016600	0.0 (Unreliable)
	"Dysplasia of vagina"	"623.0"	0	4961016600	0.0 (Unreliable)
	"Leukoplakia of vagina"	"623.1"	0	4961016600	0.0 (Unreliable)
	"Stricture or atresia of vagina"	"623.2"	0	4961016600	0.0 (Unreliable)
	"Tight hymenal ring"	"623.3"	0	4961016600	0.0 (Unreliable)
	"Old vaginal laceration"	"623.4"	6	4961016600	0.0 (Unreliable)
	"Leukorrhea, not specified as infective"	"623.5"	3	4961016600	0.0 (Unreliable)
	"Vaginal hematoma"	"623.6"	0	4961016600	0.0 (Unreliable)
	"Polyp of vagina"	"623.7"	1	4961016600	0.0 (Unreliable)
	"Other specified noninflammatory disorders of vagina"	"623.8"	217	4961016600	0.0
	"Unspecified noninflammatory disorder of vagina"	"623.9"	4	4961016600	0.0 (Unreliable)
	"Dystrophy of vulva"	"624.0"	0	4961016600	0.0 (Unreliable)
	"Atrophy of vulva"	"624.1"	1	4961016600	0.0 (Unreliable)
	"Hypertrophy of clitoris"	"624.2"	0	4961016600	0.0 (Unreliable)
	"Hypertrophy of labia"	"624.3"	0	4961016600	0.0 (Unreliable)
	"Old laceration or scarring of vulva"	"624.4"	0	4961016600	0.0 (Unreliable)
	"Hematoma of vulva"	"624.5"	0	4961016600	0.0 (Unreliable)
	"Polyp of labia and vulva"	"624.6"	0	4961016600	0.0 (Unreliable)
	"Other specified noninflammatory disorders of vulva and perineum"	"624.8"	4	4961016600	0.0 (Unreliable)
	"Unspecified noninflammatory disorder of vulva and perineum"	"624.9"	0	4961016600	0.0 (Unreliable)
	"Dyspareunia"	"625.0"	0	4961016600	0.0 (Unreliable)
	"Vaginismus"	"625.1"	0	4961016600	0.0 (Unreliable)
	"Mittelschmerz"	"625.2"	0	4961016600	0.0 (Unreliable)
	"Dysmenorrhea"	"625.3"	0	4961016600	0.0 (Unreliable)
	"Premenstrual tension syndromes"	"625.4"	0	4961016600	0.0 (Unreliable)
	"Pelvic congestion syndrome"	"625.5"	6	4961016600	0.0 (Unreliable)
	"Stress incontinence, female"	"625.6"	6	4961016600	0.0 (Unreliable)
	"Other specified symptoms associated with female genital organs"	"625.8"	0	4961016600	0.0 (Unreliable)
	"Unspecified symptom associated with female genital organs"	"625.9"	12	4961016600	0.0 (Unreliable)
	"Absence of menstruation"	"626.0"	0	4961016600	0.0 (Unreliable)
	"Scanty or infrequent menstruation"	"626.1"	0	4961016600	0.0 (Unreliable)
	"Excessive or frequent menstruation"	"626.2"	14	4961016600	0.0 (Unreliable)
	"Puberty bleeding"	"626.3"	0	4961016600	0.0 (Unreliable)
	"Irregular menstrual cycle"	"626.4"	0	4961016600	0.0 (Unreliable)
	"Ovulation bleeding"	"626.5"	0	4961016600	0.0 (Unreliable)
	"Metrorrhagia"	"626.6"	3	4961016600	0.0 (Unreliable)
	"Postcoital bleeding"	"626.7"	0	4961016600	0.0 (Unreliable)
	"Other"	"626.8"	11	4961016600	0.0 (Unreliable)
	"Unspecified"	"626.9"	66	4961016600	0.0
	"Premenopausal menorrhagia"	"627.0"	1	4961016600	0.0 (Unreliable)
	"Postmenopausal bleeding"	"627.1"	26	4961016600	0.0
	"Menopausal or female climacteric states"	"627.2"	15	4961016600	0.0 (Unreliable)
	"Postmenopausal atrophic vaginitis"	"627.3"	3	4961016600	0.0 (Unreliable)
	"States associated with artificial menopause"	"627.4"	1	4961016600	0.0 (Unreliable)
	"Other specified menopausal and postmenopausal disorders"	"627.8"	0	4961016600	0.0 (Unreliable)
	"Unspecified menopausal and postmenopausal disorder"	"627.9"	0	4961016600	0.0 (Unreliable)
	"Associated with anovulation"	"628.0"	0	4961016600	0.0 (Unreliable)
	"Of tubal origin"	"628.2"	1	4961016600	0.0 (Unreliable)
	"Of uterine origin"	"628.3"	0	4961016600	0.0 (Unreliable)
	"Of cervical or vaginal origin"	"628.4"	0	4961016600	0.0 (Unreliable)
	"Of other specified origin"	"628.8"	0	4961016600	0.0 (Unreliable)
	"Of unspecified origin"	"628.9"	0	4961016600	0.0 (Unreliable)
	"Hematocele, female, not elsewhere classified"	"629.0"	0	4961016600	0.0 (Unreliable)
	"Hydrocele, canal of nuck"	"629.1"	0	4961016600	0.0 (Unreliable)
	"Other specified disorders of female genital organs"	"629.8"	26	4961016600	0.0
	"Unspecified disorder of female genital organs"	"629.9"	57	4961016600	0.0
	"Hydatidiform mole"	"630"	24	4961016600	0.0
	"Other abnormal product of conception"	"631"	8	4961016600	0.0 (Unreliable)
	"Missed abortion"	"632"	7	4961016600	0.0 (Unreliable)
	"Abdominal pregnancy"	"633.0"	17	4961016600	0.0 (Unreliable)
	"Tubal pregnancy"	"633.1"	242	4961016600	0.0
	"Ovarian pregnancy"	"633.2"	2	4961016600	0.0 (Unreliable)
	"Other ectopic pregnancy"	"633.8"	23	4961016600	0.0
	"Unspecified ectopic pregnancy"	"633.9"	385	4961016600	0.0
	"Complicated by genital tract and pelvic infection"	"634.0"	24	4961016600	0.0
	"Complicated by delayed or excessive hemorrhage"	"634.1"	11	4961016600	0.0 (Unreliable)
	"Complicated by damage to pelvic organs or tissues"	"634.2"	1	4961016600	0.0 (Unreliable)
	"Complicated by renal failure"	"634.3"	2	4961016600	0.0 (Unreliable)
	"Complicated by metabolic disorder"	"634.4"	0	4961016600	0.0 (Unreliable)
	"Complicated by shock"	"634.5"	3	4961016600	0.0 (Unreliable)
	"Complicated by embolism"	"634.6"	5	4961016600	0.0 (Unreliable)
	"With other specified complications"	"634.7"	12	4961016600	0.0 (Unreliable)
	"With unspecified complication"	"634.8"	1	4961016600	0.0 (Unreliable)
	"Without mention of complication"	"634.9"	11	4961016600	0.0 (Unreliable)
	"Complicated by genital tract and pelvic infection"	"635.0"	10	4961016600	0.0 (Unreliable)
	"Complicated by delayed or excessive hemorrhage"	"635.1"	2	4961016600	0.0 (Unreliable)
	"Complicated by damage to pelvic organs or tissues"	"635.2"	20	4961016600	0.0
	"Complicated by renal failure"	"635.3"	1	4961016600	0.0 (Unreliable)
	"Complicated by metabolic disorder"	"635.4"	1	4961016600	0.0 (Unreliable)
	"Complicated by shock"	"635.5"	1	4961016600	0.0 (Unreliable)
	"Complicated by embolism"	"635.6"	9	4961016600	0.0 (Unreliable)
	"With other specified complications"	"635.7"	13	4961016600	0.0 (Unreliable)
	"With unspecified complication"	"635.8"	4	4961016600	0.0 (Unreliable)
	"Without mention of complication"	"635.9"	12	4961016600	0.0 (Unreliable)
	"Complicated by genital tract and pelvic infection"	"636.0"	3	4961016600	0.0 (Unreliable)
	"Complicated by delayed or excessive hemorrhage"	"636.1"	2	4961016600	0.0 (Unreliable)
	"Complicated by damage to pelvic organs or tissues"	"636.2"	2	4961016600	0.0 (Unreliable)
	"Complicated by renal failure"	"636.3"	0	4961016600	0.0 (Unreliable)
	"Complicated by metabolic disorder"	"636.4"	0	4961016600	0.0 (Unreliable)
	"Complicated by shock"	"636.5"	0	4961016600	0.0 (Unreliable)
	"Complicated by embolism"	"636.6"	1	4961016600	0.0 (Unreliable)
	"With other specified complications"	"636.7"	1	4961016600	0.0 (Unreliable)
	"With unspecified complication"	"636.8"	1	4961016600	0.0 (Unreliable)
	"Without mention of complication"	"636.9"	1	4961016600	0.0 (Unreliable)
	"Complicated by genital tract and pelvic infection"	"637.0"	38	4961016600	0.0
	"Complicated by delayed or excessive hemorrhage"	"637.1"	10	4961016600	0.0 (Unreliable)
	"Complicated by damage to pelvic organs or tissues"	"637.2"	7	4961016600	0.0 (Unreliable)
	"Complicated by renal failure"	"637.3"	0	4961016600	0.0 (Unreliable)
	"Complicated by metabolic disorder"	"637.4"	0	4961016600	0.0 (Unreliable)
	"Complicated by shock"	"637.5"	9	4961016600	0.0 (Unreliable)
	"Complicated by embolism"	"637.6"	9	4961016600	0.0 (Unreliable)
	"With other specified complications"	"637.7"	17	4961016600	0.0 (Unreliable)
	"With unspecified complication"	"637.8"	1	4961016600	0.0 (Unreliable)
	"Without mention of complication"	"637.9"	23	4961016600	0.0
	"Complicated by genital tract and pelvic infection"	"638.0"	0	4961016600	0.0 (Unreliable)
	"Complicated by delayed or excessive hemorrhage"	"638.1"	0	4961016600	0.0 (Unreliable)
	"Complicated by damage to pelvic organs or tissues"	"638.2"	2	4961016600	0.0 (Unreliable)
	"Complicated by renal failure"	"638.3"	0	4961016600	0.0 (Unreliable)
	"Complicated by metabolic disorder"	"638.4"	0	4961016600	0.0 (Unreliable)
	"Complicated by shock"	"638.5"	0	4961016600	0.0 (Unreliable)
	"Complicated by embolism"	"638.6"	0	4961016600	0.0 (Unreliable)
	"With other specified complications"	"638.7"	0	4961016600	0.0 (Unreliable)
	"With unspecified complication"	"638.8"	0	4961016600	0.0 (Unreliable)
	"Without mention of complication"	"638.9"	0	4961016600	0.0 (Unreliable)
	"Hemorrhage in early pregnancy"	"640"	2	4961016600	0.0 (Unreliable)
	"Antepartum hemorrhage, abruptio placentae, and placenta previa"	"641"	473	4961016600	0.0
	"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium"	"642.0"	15	4961016600	0.0 (Unreliable)
	"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium"	"642.1"	0	4961016600	0.0 (Unreliable)
	"Other pre-existing hypertension complicating pregnancy, childbirth, and the puerperium"	"642.2"	15	4961016600	0.0 (Unreliable)
	"Transient hypertension of pregnancy"	"642.3"	0	4961016600	0.0 (Unreliable)
	"Mild or unspecified pre-eclampsia"	"642.4"	380	4961016600	0.0
	"Severe pre-eclampsia"	"642.5"	113	4961016600	0.0
	"Eclampsia"	"642.6"	412	4961016600	0.0
	"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension"	"642.7"	22	4961016600	0.0
	"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium"	"642.9"	105	4961016600	0.0
	"Excessive vomiting in pregnancy"	"643"	8	4961016600	0.0 (Unreliable)
	"Early or threatened labor"	"644"	13	4961016600	0.0 (Unreliable)
	"Late pregnancy"	"645"	0	4961016600	0.0 (Unreliable)
	"Papyraceous fetus"	"646.0"	0	4961016600	0.0 (Unreliable)
	"Edema or excessive weight gain in pregnancy, without mention of hypertension"	"646.1"	4	4961016600	0.0 (Unreliable)
	"Unspecified renal disease in pregnancy, without mention of hypertension"	"646.2"	2	4961016600	0.0 (Unreliable)
	"Habitual aborter"	"646.3"	0	4961016600	0.0 (Unreliable)
	"Peripheral neuritis in pregnancy"	"646.4"	0	4961016600	0.0 (Unreliable)
	"Asymptomatic bacteriuria in pregnancy"	"646.5"	0	4961016600	0.0 (Unreliable)
	"Infections of genitourinary tract in pregnancy"	"646.6"	54	4961016600	0.0
	"Liver disorders in pregnancy"	"646.7"	74	4961016600	0.0
	"Other specified complications of pregnancy"	"646.8"	13	4961016600	0.0 (Unreliable)
	"Unspecified complication of pregnancy"	"646.9"	39	4961016600	0.0
	"Syphilis"	"647.0"	0	4961016600	0.0 (Unreliable)
	"Gonorrhea"	"647.1"	0	4961016600	0.0 (Unreliable)
	"Other venereal diseases"	"647.2"	0	4961016600	0.0 (Unreliable)
	"Tuberculosis"	"647.3"	0	4961016600	0.0 (Unreliable)
	"Malaria"	"647.4"	0	4961016600	0.0 (Unreliable)
	"Rubella"	"647.5"	1	4961016600	0.0 (Unreliable)
	"Other viral diseases"	"647.6"	5	4961016600	0.0 (Unreliable)
	"Other specified infectious and parasitic diseases"	"647.8"	37	4961016600	0.0
	"Unspecified infection or infestation"	"647.9"	4	4961016600	0.0 (Unreliable)
	"Diabetes mellitus"	"648.0"	7	4961016600	0.0 (Unreliable)
	"Thyroid dysfunction"	"648.1"	2	4961016600	0.0 (Unreliable)
	"Anemia"	"648.2"	14	4961016600	0.0 (Unreliable)
	"Drug dependence"	"648.3"	1	4961016600	0.0 (Unreliable)
	"Mental disorders"	"648.4"	1	4961016600	0.0 (Unreliable)
	"Congenital cardiovascular disorders"	"648.5"	4	4961016600	0.0 (Unreliable)
	"Other cardiovascular diseases"	"648.6"	165	4961016600	0.0
	"Bone and joint disorders of back, pelvis, and lower limbs"	"648.7"	1	4961016600	0.0 (Unreliable)
	"Abnormal glucose tolerance"	"648.8"	0	4961016600	0.0 (Unreliable)
	"Other current conditions classifiable elsewhere"	"648.9"	67	4961016600	0.0
	"Normal delivery"	"650"	3	4961016600	0.0 (Unreliable)
	"Multiple gestation"	"651"	16	4961016600	0.0 (Unreliable)
	"Malposition and malpresentation of fetus"	"652"	7	4961016600	0.0 (Unreliable)
	"Disproportion"	"653"	10	4961016600	0.0 (Unreliable)
	"Abnormality of organs and soft tissues of pelvis"	"654"	10	4961016600	0.0 (Unreliable)
	"Known or suspected fetal abnormality affecting management of mother"	"655"	0	4961016600	0.0 (Unreliable)
	"Other fetal and placental problems affecting management of mother"	"656"	61	4961016600	0.0
	"Polyhydramnios"	"657"	0	4961016600	0.0 (Unreliable)
	"Other problems associated with amniotic cavity and membranes"	"658"	58	4961016600	0.0
	"Other indications for care or intervention related to labor and delivery, not elsewhere classified"	"659"	6	4961016600	0.0 (Unreliable)
	"Obstructed labor"	"660"	2	4961016600	0.0 (Unreliable)
	"Abnormality of forces of labor"	"661"	33	4961016600	0.0
	"Long labor"	"662"	3	4961016600	0.0 (Unreliable)
	"Umbilical cord complications"	"663"	4	4961016600	0.0 (Unreliable)
	"Trauma to perineum and vulva during delivery"	"664"	10	4961016600	0.0 (Unreliable)
	"Other obstetrical trauma"	"665"	130	4961016600	0.0
	"Postpartum hemorrhage"	"666"	296	4961016600	0.0
	"Retained placenta without hemorrhage"	"667"	19	4961016600	0.0 (Unreliable)
	"Complications of the administration of anesthetic or other sedation in labor and delivery"	"668"	43	4961016600	0.0
	"Other complications of labor and delivery, not elsewhere classified"	"669"	503	4961016600	0.0
	"Major puerperal infection"	"670"	160	4961016600	0.0
	"Venous complications in pregnancy and the puerperium"	"671"	209	4961016600	0.0
	"Pyrexia of unknown origin during the puerperium"	"672"	0	4961016600	0.0 (Unreliable)
	"Obstetrical pulmonary embolism"	"673"	845	4961016600	0.0
	"Other and unspecified complications of the puerperium, not elsewhere classified"	"674"	647	4961016600	0.0
	"Infections of the breast and nipple associated with childbirth"	"675"	1	4961016600	0.0 (Unreliable)
	"Other disorders of the breast associated with childbirth and disorders of lactation"	"676"	0	4961016600	0.0 (Unreliable)
	"Face"	"680.0"	2	4961016600	0.0 (Unreliable)
	"Neck"	"680.1"	8	4961016600	0.0 (Unreliable)
	"Trunk"	"680.2"	6	4961016600	0.0 (Unreliable)
	"Upper arm and forearm"	"680.3"	4	4961016600	0.0 (Unreliable)
	"Hand"	"680.4"	0	4961016600	0.0 (Unreliable)
	"Buttock"	"680.5"	2	4961016600	0.0 (Unreliable)
	"Leg, except foot"	"680.6"	4	4961016600	0.0 (Unreliable)
	"Foot"	"680.7"	1	4961016600	0.0 (Unreliable)
	"Other specified sites"	"680.8"	4	4961016600	0.0 (Unreliable)
	"Unspecified site"	"680.9"	21	4961016600	0.0
	"Finger"	"681.0"	24	4961016600	0.0
	"Toe"	"681.1"	34	4961016600	0.0
	"Cellulitis and abscess of unspecified digit"	"681.9"	3	4961016600	0.0 (Unreliable)
	"Face"	"682.0"	252	4961016600	0.0
	"Neck"	"682.1"	232	4961016600	0.0
	"Trunk"	"682.2"	1646	4961016600	0.0
	"Upper arm and forearm"	"682.3"	822	4961016600	0.0
	"Hand, except fingers and thumbwrist"	"682.4"	126	4961016600	0.0
	"Buttock"	"682.5"	293	4961016600	0.0
	"Leg, except foot"	"682.6"	3467	4961016600	0.1
	"Foot, except toes"	"682.7"	660	4961016600	0.0
	"Other specified sites"	"682.8"	357	4961016600	0.0
	"Unspecified site"	"682.9"	4400	4961016600	0.1
	"Acute lymphadenitis"	"683"	18	4961016600	0.0 (Unreliable)
	"Impetigo"	"684"	61	4961016600	0.0
	"With abscess"	"685.0"	8	4961016600	0.0 (Unreliable)
	"Without mention of abscess"	"685.1"	16	4961016600	0.0 (Unreliable)
	"Pyoderma"	"686.0"	153	4961016600	0.0
	"Pyogenic granuloma"	"686.1"	211	4961016600	0.0
	"Other specified local infections of skin and subcutaneous tissue"	"686.8"	21	4961016600	0.0
	"Unspecified local infection of skin and subcutaneous tissue"	"686.9"	2269	4961016600	0.0
	"Erythematosquamous dermatosis"	"690"	2	4961016600	0.0 (Unreliable)
	"Diaper or napkin rash"	"691.0"	17	4961016600	0.0 (Unreliable)
	"Other atopic dermatitis and related conditions"	"691.8"	12	4961016600	0.0 (Unreliable)
	"Due to detergents"	"692.0"	0	4961016600	0.0 (Unreliable)
	"Due to oils and greases"	"692.1"	0	4961016600	0.0 (Unreliable)
	"Due to solvents"	"692.2"	0	4961016600	0.0 (Unreliable)
	"Due to drugs and medicines in contact with skin"	"692.3"	1	4961016600	0.0 (Unreliable)
	"Due to other chemical products"	"692.4"	2	4961016600	0.0 (Unreliable)
	"Due to food in contact with skin"	"692.5"	0	4961016600	0.0 (Unreliable)
	"Due to plants [except food]"	"692.6"	2	4961016600	0.0 (Unreliable)
	"Due to solar radiation"	"692.7"	3	4961016600	0.0 (Unreliable)
	"Due to other specified agents"	"692.8"	8	4961016600	0.0 (Unreliable)
	"Unspecified cause"	"692.9"	281	4961016600	0.0
	"Due to drugs and medicines"	"693.0"	26	4961016600	0.0
	"Due to food"	"693.1"	122	4961016600	0.0
	"Due to other specified substances taken internally"	"693.8"	0	4961016600	0.0 (Unreliable)
	"Due to unspecified substance taken internally"	"693.9"	1	4961016600	0.0 (Unreliable)
	"Dermatitis herpetiformis"	"694.0"	12	4961016600	0.0 (Unreliable)
	"Subcorneal pustular dermatosis"	"694.1"	3	4961016600	0.0 (Unreliable)
	"Juvenile dermatitis herpetiformis"	"694.2"	0	4961016600	0.0 (Unreliable)
	"Impetigo herpetiformis"	"694.3"	0	4961016600	0.0 (Unreliable)
	"Pemphigus"	"694.4"	994	4961016600	0.0
	"Pemphigoid"	"694.5"	1182	4961016600	0.0
	"Benign mucous membrane pemphigoid"	"694.6"	19	4961016600	0.0 (Unreliable)
	"Other specified bullous dermatoses"	"694.8"	2	4961016600	0.0 (Unreliable)
	"Unspecified bullous dermatoses"	"694.9"	26	4961016600	0.0
	"Toxic erythema"	"695.0"	6	4961016600	0.0 (Unreliable)
	"Erythema multiforme"	"695.1"	1920	4961016600	0.0
	"Erythema nodosum"	"695.2"	6	4961016600	0.0 (Unreliable)
	"Rosacea"	"695.3"	2	4961016600	0.0 (Unreliable)
	"Lupus erythematosus"	"695.4"	1808	4961016600	0.0
	"Other specified erythematous conditions"	"695.8"	429	4961016600	0.0
	"Unspecified erythematous condition"	"695.9"	152	4961016600	0.0
	"Psoriatic arthropathy"	"696.0"	50	4961016600	0.0
	"Other psoriasis"	"696.1"	288	4961016600	0.0
	"Parapsoriasis"	"696.2"	1	4961016600	0.0 (Unreliable)
	"Pityriasis rosea"	"696.3"	0	4961016600	0.0 (Unreliable)
	"Pityriasis rubra pilaris"	"696.4"	3	4961016600	0.0 (Unreliable)
	"Other and unspecified pityriasis"	"696.5"	0	4961016600	0.0 (Unreliable)
	"Other"	"696.8"	0	4961016600	0.0 (Unreliable)
	"Lichen planus"	"697.0"	7	4961016600	0.0 (Unreliable)
	"Lichen nitidus"	"697.1"	0	4961016600	0.0 (Unreliable)
	"Other lichen, not elsewhere classified"	"697.8"	0	4961016600	0.0 (Unreliable)
	"Lichen, unspecified"	"697.9"	0	4961016600	0.0 (Unreliable)
	"Pruritus ani"	"698.0"	1	4961016600	0.0 (Unreliable)
	"Pruritus of genital organs"	"698.1"	0	4961016600	0.0 (Unreliable)
	"Prurigo"	"698.2"	0	4961016600	0.0 (Unreliable)
	"Lichenification and lichen simplex chronicus"	"698.3"	8	4961016600	0.0 (Unreliable)
	"Dermatitis factitia [artefacta]"	"698.4"	5	4961016600	0.0 (Unreliable)
	"Other specified pruritic conditions"	"698.8"	2	4961016600	0.0 (Unreliable)
	"Unspecified pruritic disorder"	"698.9"	4	4961016600	0.0 (Unreliable)
	"Corns and callosities"	"700"	4	4961016600	0.0 (Unreliable)
	"Circumscribed scleroderma"	"701.0"	6	4961016600	0.0 (Unreliable)
	"Keratoderma, acquired"	"701.1"	7	4961016600	0.0 (Unreliable)
	"Acquired acanthosis nigricans"	"701.2"	1	4961016600	0.0 (Unreliable)
	"Striae atrophicae"	"701.3"	1	4961016600	0.0 (Unreliable)
	"Keloid scar"	"701.4"	0	4961016600	0.0 (Unreliable)
	"Other abnormal granulation tissue"	"701.5"	0	4961016600	0.0 (Unreliable)
	"Other specified hypertrophic and atrophic conditions of skin"	"701.8"	11	4961016600	0.0 (Unreliable)
	"Unspecified hypertrophic and atrophic conditions of skinatrophoderma"	"701.9"	1	4961016600	0.0 (Unreliable)
	"Other dermatoses"	"702"	4	4961016600	0.0 (Unreliable)
	"Ingrowing nail"	"703.0"	2	4961016600	0.0 (Unreliable)
	"Other specified diseases of nail"	"703.8"	3	4961016600	0.0 (Unreliable)
	"Unspecified disease of nail"	"703.9"	1	4961016600	0.0 (Unreliable)
	"Alopecia"	"704.0"	4	4961016600	0.0 (Unreliable)
	"Hirsutism"	"704.1"	0	4961016600	0.0 (Unreliable)
	"Abnormalities of the hair"	"704.2"	1	4961016600	0.0 (Unreliable)
	"Variations in hair color"	"704.3"	0	4961016600	0.0 (Unreliable)
	"Other specified diseases of hair and hair follicles"	"704.8"	5	4961016600	0.0 (Unreliable)
	"Unspecified disease of hair and hair follicles"	"704.9"	0	4961016600	0.0 (Unreliable)
	"Anhidrosis"	"705.0"	6	4961016600	0.0 (Unreliable)
	"Prickly heat"	"705.1"	1	4961016600	0.0 (Unreliable)
	"Other specified disorders of sweat glands"	"705.8"	44	4961016600	0.0
	"Unspecified disorder of sweat glands"	"705.9"	2	4961016600	0.0 (Unreliable)
	"Acne varioliformis"	"706.0"	1	4961016600	0.0 (Unreliable)
	"Other acne"	"706.1"	3	4961016600	0.0 (Unreliable)
	"Sebaceous cyst"	"706.2"	17	4961016600	0.0 (Unreliable)
	"Seborrhea"	"706.3"	0	4961016600	0.0 (Unreliable)
	"Other specified diseases of sebaceous glands"	"706.8"	1	4961016600	0.0 (Unreliable)
	"Unspecified disease of sebaceous glands"	"706.9"	0	4961016600	0.0 (Unreliable)
